A	B
1.823E-4	0.01213
1.818E-4	0.01208
1.806E-4	0.01207
1.805E-4	0.01205
1.794E-4	0.01213
1.787E-4	0.01214
1.786E-4	0.01201
1.772E-4	0.01204
1.77E-4	0.01213
1.763E-4	0.01211
1.754E-4	0.01212
1.743E-4	0.01211
1.741E-4	0.01207
1.735E-4	0.01208
1.723E-4	0.01204
1.715E-4	0.01201
1.708E-4	0.01201
1.704E-4	0.01201
1.696E-4	0.012
1.689E-4	0.01202
1.685E-4	0.01199
1.674E-4	0.01194
1.67E-4	0.01205
1.659E-4	0.01199
1.652E-4	0.012
1.646E-4	0.01201
1.644E-4	0.01197
1.633E-4	0.01199
1.628E-4	0.01192
1.625E-4	0.01191
1.606E-4	0.01196
1.604E-4	0.01193
1.599E-4	0.01188
1.591E-4	0.01191
1.586E-4	0.01189
1.578E-4	0.01187
1.569E-4	0.01188
1.564E-4	0.01187
1.56E-4	0.01186
1.547E-4	0.01184
1.543E-4	0.01176
1.536E-4	0.01174
1.526E-4	0.01179
1.52E-4	0.01181
1.508E-4	0.0118
1.504E-4	0.01173
1.497E-4	0.01166
1.492E-4	0.01165
1.48E-4	0.01167
1.476E-4	0.01166
1.474E-4	0.01162
1.457E-4	0.01162
1.455E-4	0.01159
1.446E-4	0.01157
1.443E-4	0.01153
1.431E-4	0.01153
1.422E-4	0.01149
1.42E-4	0.0115
1.408E-4	0.0114
1.403E-4	0.01138
1.395E-4	0.0114
1.386E-4	0.0114
1.381E-4	0.01138
1.375E-4	0.01127
1.368E-4	0.0113
1.355E-4	0.01126
1.353E-4	0.01119
1.333E-4	0.01122
1.336E-4	0.01117
1.329E-4	0.01112
1.315E-4	0.0112
1.315E-4	0.0112
1.303E-4	0.01127
1.296E-4	0.01133
1.29E-4	0.01136
1.281E-4	0.01149
1.271E-4	0.01156
1.269E-4	0.01161
1.262E-4	0.01165
1.254E-4	0.0118
1.249E-4	0.0119
1.235E-4	0.01199
1.231E-4	0.01216
1.229E-4	0.01227
1.216E-4	0.01244
1.211E-4	0.01255
1.206E-4	0.01259
1.199E-4	0.0127
1.188E-4	0.01276
1.188E-4	0.01279
1.179E-4	0.01292
1.17E-4	0.01294
1.172E-4	0.01303
1.161E-4	0.01312
1.155E-4	0.01319
1.145E-4	0.01309
1.139E-4	0.01317
1.132E-4	0.01326
1.127E-4	0.01326
1.117E-4	0.01329
1.118E-4	0.0133
1.11E-4	0.01328
1.101E-4	0.01328
1.095E-4	0.01336
1.086E-4	0.01332
1.084E-4	0.01335
1.072E-4	0.01337
1.067E-4	0.01336
1.065E-4	0.01338
1.056E-4	0.01334
1.05E-4	0.01335
1.042E-4	0.01341
1.037E-4	0.0134
1.025E-4	0.01341
1.022E-4	0.01332
1.019E-4	0.01327
1.009E-4	0.01322
1.006E-4	0.01314
9.92E-5	0.01312
9.91E-5	0.01308
9.79E-5	0.01303
9.78E-5	0.01306
9.73E-5	0.01305
9.67E-5	0.01298
9.55E-5	0.01298
9.51E-5	0.01295
9.47E-5	0.01278
9.33E-5	0.01269
9.33E-5	0.0127
9.29E-5	0.01262
9.12E-5	0.01257
9.14E-5	0.01256
9.05E-5	0.01249
8.97E-5	0.01241
8.91E-5	0.01226
8.84E-5	0.01212
8.77E-5	0.01204
8.67E-5	0.01194
8.68E-5	0.01184
8.54E-5	0.01179
8.44E-5	0.01169
8.4E-5	0.01159
8.34E-5	0.01146
8.26E-5	0.01134
8.19E-5	0.01125
8.06E-5	0.01115
7.95E-5	0.01103
7.98E-5	0.01091
7.82E-5	0.01076
7.77E-5	0.01065
7.74E-5	0.01054
7.66E-5	0.01041
7.52E-5	0.01025
7.46E-5	0.01014
7.36E-5	0.00993
7.26E-5	0.00975
7.21E-5	0.00948
7.07E-5	0.00916
6.92E-5	0.00875
6.91E-5	0.00841
6.76E-5	0.008
6.57E-5	0.00745
6.44E-5	0.00683
6.35E-5	0.00622
6.11E-5	0.00582
6.09E-5	0.0054
5.89E-5	0.00512
5.68E-5	0.00495
5.63E-5	0.00476
5.25E-5	0.00465
5.19E-5	0.00461
4.99E-5	0.00473
4.85E-5	0.00505
4.77E-5	0.00542
4.64E-5	0.00589
4.49E-5	0.00654
4.41E-5	0.00717
4.27E-5	0.00836
4.26E-5	0.00964
4.18E-5	0.01141
4.13E-5	0.01328
4.06E-5	0.01512
4.04E-5	0.01715
3.95E-5	0.01917
3.91E-5	0.0204
3.91E-5	0.02173
3.86E-5	0.02281
3.82E-5	0.02281
3.76E-5	0.02307
3.73E-5	0.02368
3.69E-5	0.02344
3.67E-5	0.02367
3.63E-5	0.02426
3.59E-5	0.02388
3.57E-5	0.02419
3.53E-5	0.0246
3.5E-5	0.02464
3.45E-5	0.02512
3.39E-5	0.02535
3.38E-5	0.02523
3.34E-5	0.02546
3.35E-5	0.02525
3.24E-5	0.02515
3.25E-5	0.02544
3.25E-5	0.02548
3.17E-5	0.02579
3.11E-5	0.0259
3.13E-5	0.02571
3.05E-5	0.02574
2.99E-5	0.02566
3.06E-5	0.02571
2.98E-5	0.02577
2.92E-5	0.02564
2.94E-5	0.02571
