A	B
1.826E-4	0.01213
1.819E-4	0.01209
1.807E-4	0.01212
1.801E-4	0.01214
1.796E-4	0.0121
1.785E-4	0.01208
1.787E-4	0.01209
1.778E-4	0.01201
1.77E-4	0.01206
1.757E-4	0.01198
1.757E-4	0.01203
1.743E-4	0.01211
1.739E-4	0.01216
1.74E-4	0.01205
1.727E-4	0.01197
1.718E-4	0.01196
1.711E-4	0.01195
1.701E-4	0.01191
1.694E-4	0.01194
1.693E-4	0.01195
1.683E-4	0.01199
1.673E-4	0.01197
1.677E-4	0.01204
1.661E-4	0.01204
1.654E-4	0.01199
1.645E-4	0.01199
1.64E-4	0.01193
1.635E-4	0.01198
1.629E-4	0.01189
1.625E-4	0.01186
1.611E-4	0.01188
1.604E-4	0.01186
1.593E-4	0.0118
1.589E-4	0.01184
1.586E-4	0.01185
1.576E-4	0.01187
1.568E-4	0.01189
1.56E-4	0.01189
1.556E-4	0.01184
1.547E-4	0.01179
1.544E-4	0.01182
1.538E-4	0.01177
1.521E-4	0.01175
1.518E-4	0.01179
1.511E-4	0.01178
1.507E-4	0.01174
1.491E-4	0.01175
1.492E-4	0.01173
1.479E-4	0.01166
1.472E-4	0.01164
1.469E-4	0.01162
1.459E-4	0.01163
1.454E-4	0.0116
1.445E-4	0.01157
1.439E-4	0.01153
1.429E-4	0.01147
1.426E-4	0.01141
1.42E-4	0.01141
1.409E-4	0.01141
1.403E-4	0.01136
1.391E-4	0.01137
1.386E-4	0.01131
1.379E-4	0.01133
1.37E-4	0.01126
1.367E-4	0.01122
1.358E-4	0.01119
1.35E-4	0.01116
1.342E-4	0.01117
1.335E-4	0.01118
1.324E-4	0.01124
1.315E-4	0.01124
1.31E-4	0.01126
1.304E-4	0.01122
1.297E-4	0.01128
1.284E-4	0.01137
1.28E-4	0.01141
1.266E-4	0.01149
1.268E-4	0.01162
1.26E-4	0.01172
1.246E-4	0.0118
1.246E-4	0.01195
1.237E-4	0.012
1.233E-4	0.01214
1.222E-4	0.01226
1.217E-4	0.01244
1.215E-4	0.01256
1.201E-4	0.01268
1.199E-4	0.01267
1.19E-4	0.01268
1.183E-4	0.01285
1.176E-4	0.01288
1.17E-4	0.01292
1.165E-4	0.0131
1.16E-4	0.01317
1.154E-4	0.01316
1.141E-4	0.01315
1.14E-4	0.01318
1.131E-4	0.01323
1.125E-4	0.01333
1.12E-4	0.01335
1.113E-4	0.01339
1.105E-4	0.01332
1.102E-4	0.01328
1.094E-4	0.0133
1.085E-4	0.01331
