A	B
1.83E-4	0.01206
1.822E-4	0.01208
1.81E-4	0.0121
1.801E-4	0.01208
1.793E-4	0.01213
1.791E-4	0.0121
1.782E-4	0.01206
1.775E-4	0.01204
1.776E-4	0.01204
1.757E-4	0.0121
1.759E-4	0.01209
1.743E-4	0.01202
1.735E-4	0.01202
1.737E-4	0.01205
1.726E-4	0.01206
1.72E-4	0.01204
1.713E-4	0.01204
1.705E-4	0.012
1.691E-4	0.01204
1.692E-4	0.01199
1.685E-4	0.012
1.675E-4	0.01198
1.673E-4	0.01189
1.661E-4	0.01195
1.656E-4	0.01199
1.646E-4	0.01195
1.644E-4	0.01193
1.635E-4	0.01193
1.626E-4	0.0119
1.621E-4	0.01192
1.614E-4	0.01192
1.612E-4	0.01188
1.597E-4	0.01186
1.592E-4	0.01187
1.588E-4	0.0119
1.575E-4	0.01189
1.573E-4	0.0119
1.56E-4	0.01189
1.56E-4	0.0118
1.55E-4	0.0118
1.54E-4	0.01184
1.538E-4	0.0118
1.524E-4	0.01179
1.519E-4	0.01179
1.514E-4	0.01176
1.51E-4	0.01168
1.498E-4	0.01174
1.494E-4	0.01167
1.481E-4	0.01166
1.476E-4	0.01158
1.474E-4	0.01162
1.46E-4	0.0116
1.465E-4	0.01162
1.444E-4	0.01156
1.439E-4	0.01157
1.428E-4	0.01157
1.43E-4	0.01154
1.417E-4	0.01154
1.412E-4	0.01152
1.409E-4	0.01144
1.389E-4	0.01142
1.384E-4	0.01132
1.385E-4	0.01123
1.374E-4	0.01122
1.366E-4	0.0112
1.354E-4	0.01117
1.348E-4	0.01118
1.344E-4	0.01114
1.333E-4	0.01118
1.322E-4	0.01121
1.322E-4	0.01119
1.312E-4	0.01123
1.303E-4	0.01125
1.3E-4	0.0113
1.287E-4	0.01139
1.281E-4	0.01143
1.269E-4	0.01148
1.266E-4	0.01156
1.263E-4	0.01161
1.249E-4	0.01172
1.246E-4	0.01186
1.243E-4	0.01198
1.231E-4	0.01213
1.225E-4	0.01226
1.218E-4	0.01229
1.217E-4	0.01239
1.205E-4	0.01247
1.198E-4	0.01254
1.189E-4	0.01266
1.187E-4	0.01279
1.176E-4	0.01283
1.174E-4	0.01293
1.168E-4	0.01301
1.158E-4	0.01304
1.151E-4	0.01309
1.141E-4	0.01314
1.142E-4	0.01319
1.128E-4	0.01327
1.123E-4	0.0133
1.12E-4	0.01327
1.11E-4	0.01328
1.107E-4	0.01329
1.098E-4	0.01324
1.094E-4	0.01328
1.085E-4	0.01334
1.077E-4	0.01336
1.076E-4	0.01338
1.068E-4	0.01342
1.063E-4	0.01338
1.053E-4	0.01344
1.053E-4	0.01341
1.04E-4	0.01338
1.039E-4	0.01338
1.032E-4	0.01343
1.021E-4	0.01335
1.02E-4	0.01333
1.009E-4	0.01328
1.001E-4	0.01326
9.95E-5	0.01323
9.93E-5	0.01321
9.83E-5	0.01321
9.8E-5	0.01312
9.72E-5	0.01312
9.63E-5	0.01309
9.64E-5	0.01304
9.51E-5	0.01298
9.48E-5	0.01292
9.39E-5	0.01283
9.32E-5	0.01271
9.25E-5	0.01267
9.22E-5	0.01262
9.15E-5	0.01252
9.01E-5	0.01253
9E-5	0.01237
8.89E-5	0.01228
8.81E-5	0.01222
8.81E-5	0.01212
8.64E-5	0.01201
8.64E-5	0.01197
8.52E-5	0.01184
8.46E-5	0.01162
8.38E-5	0.01152
8.32E-5	0.01143
8.24E-5	0.01131
8.18E-5	0.01125
8.06E-5	0.01117
7.99E-5	0.01107
7.91E-5	0.01095
7.79E-5	0.0108
7.75E-5	0.01069
7.78E-5	0.01062
7.64E-5	0.01051
7.48E-5	0.01034
7.39E-5	0.01022
7.33E-5	0.00997
7.21E-5	0.00982
7.15E-5	0.00959
7.07E-5	0.00928
6.91E-5	0.00892
6.84E-5	0.00861
6.78E-5	0.00824
6.6E-5	0.00765
6.42E-5	0.00709
6.35E-5	0.00653
6.12E-5	0.0061
6.07E-5	0.00569
5.95E-5	0.0054
5.68E-5	0.00518
5.55E-5	0.00502
5.39E-5	0.00487
5.18E-5	0.00481
5.04E-5	0.0048
4.94E-5	0.00497
4.73E-5	0.00524
4.66E-5	0.00556
4.5E-5	0.00626
4.34E-5	0.00695
4.33E-5	0.00783
4.23E-5	0.00882
4.09E-5	0.01007
4.17E-5	0.01129
4.04E-5	0.01304
3.98E-5	0.01518
3.91E-5	0.01743
3.89E-5	0.01945
3.88E-5	0.02052
3.83E-5	0.02174
3.79E-5	0.02231
3.75E-5	0.02238
3.71E-5	0.02288
3.63E-5	0.02371
3.64E-5	0.02381
3.57E-5	0.0242
3.5E-5	0.02444
3.56E-5	0.0244
3.5E-5	0.02478
3.43E-5	0.02486
3.41E-5	0.02477
3.38E-5	0.02506
3.35E-5	0.0249
3.31E-5	0.02492
3.29E-5	0.02533
3.23E-5	0.02542
3.2E-5	0.02513
3.14E-5	0.02555
3.13E-5	0.02547
3.12E-5	0.02525
3.07E-5	0.02554
3.04E-5	0.02546
2.99E-5	0.02579
2.97E-5	0.02576
2.95E-5	0.02564
2.92E-5	0.02582
2.86E-5	0.02595
2.85E-5	0.02584
2.79E-5	0.02626
2.77E-5	0.02603
2.76E-5	0.02601
2.69E-5	0.02598
2.68E-5	0.02615
2.62E-5	0.02602
2.58E-5	0.02606
2.56E-5	0.02628
2.56E-5	0.02634
2.54E-5	0.0266
2.49E-5	0.02692
2.51E-5	0.02638
2.41E-5	0.02618
2.38E-5	0.02619
2.35E-5	0.02612
2.29E-5	0.02648
2.29E-5	0.02659
2.24E-5	0.02667
2.25E-5	0.02652
2.17E-5	0.02628
2.18E-5	0.02631
2.12E-5	0.0263
2.11E-5	0.02628
2.08E-5	0.02631
2.04E-5	0.02643
1.99E-5	0.02655
1.97E-5	0.02644
1.95E-5	0.02663
